keyword,categoria,volumen_mensual,competencia_pago,indice_competencia_pago,puja_baja_ars,puja_alta_ars
remera seleccion argentina,Indumentaria deportiva,2900,HIGH,100,36.7,155.2
mallas de natacion,Indumentaria deportiva,2900,HIGH,100,51.56,311.05
mallas natacion mujer,Indumentaria deportiva,2900,HIGH,100,52.04,338.28
zapatillas nike con camara de aire,Indumentaria deportiva,2900,HIGH,73,25.29,125.28
conjunto nike tech,Indumentaria deportiva,2900,MEDIUM,50,26.83,286.74
remera de la selección argentina,Indumentaria deportiva,2900,HIGH,100,22.67,124.49
conjuntos puma,Indumentaria deportiva,2900,HIGH,100,49.7,311.83
adidas terrex zapatillas,Indumentaria deportiva,2900,HIGH,100,54.87,164.15
remera básica,Indumentaria deportiva,2900,HIGH,100,160.62,862.78
seleccion argentina remeras,Indumentaria deportiva,2900,HIGH,100,36.7,155.2
botines futbol 11,Futbol,2900,HIGH,100,41.15,186.27
camiseta boca juniors,Futbol,2900,HIGH,99,46.26,174.78
botines nike tiempo,Futbol,2900,HIGH,100,27.2,143.13
camiseta bayern munich,Futbol,2900,MEDIUM,37,104.45,258.94
camiseta river plate,Futbol,2900,HIGH,100,31.24,157.32
botines futsal nike,Futbol,2900,HIGH,100,22.61,159.82
botines messi,Futbol,2900,HIGH,89,50.43,155.77
boca juniors camiseta,Futbol,2900,HIGH,99,46.26,174.78
camiseta rosario central,Futbol,2900,HIGH,68,26.97,155.77
camiseta del bayern munich,Futbol,2900,MEDIUM,37,104.45,258.94
bayern munich camiseta,Futbol,2900,MEDIUM,37,104.45,258.94
botines joma futsal,Futbol,2900,HIGH,100,28.44,172.1
camisetas boca juniors,Futbol,2900,HIGH,99,46.26,174.78
remera river plate,Futbol,2900,HIGH,100,31.24,157.32
rosario central camiseta,Futbol,2900,HIGH,68,26.97,155.77
nueva camiseta river,Futbol,2900,HIGH,68,28.0,156.72
botin messi,Futbol,2900,HIGH,89,50.43,155.77
nike futsal botines,Futbol,2900,HIGH,100,22.61,159.82
remera del barca,Futbol,2900,MEDIUM,40,29.93,222.74
remeras del barcelona,Futbol,2900,MEDIUM,40,29.93,222.74
adidas gazelle mujer,Tenis,2900,HIGH,100,51.0,145.7
botas nike,Tenis,2900,HIGH,91,26.11,140.63
zapatillas de vestir hombre,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,HIGH,100,61.87,392.34
zapatillas nike negras,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,HIGH,100,32.61,175.83
zapatillas de trekking,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,HIGH,100,54.03,390.52
nike bota,Tenis,2900,HIGH,91,26.11,140.63
zapatillas air force,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,HIGH,96,30.57,145.63
zapatillas kappa,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,HIGH,100,27.94,204.6
zapatillas montagne hombre,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,HIGH,100,59.9,2186.77
zapatillas adidas terrex,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,HIGH,100,54.87,164.15
zapatillas bad bunny,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,LOW,29,35.34,175.13
hush puppies zapatillas,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,HIGH,100,19.36,225.75
zapatillas adidas mujer ultimos modelos,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,HIGH,100,29.53,145.0
zapatillas deportivas puma,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,HIGH,100,41.37,769.24
zapatillas bota,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2900,HIGH,100,51.12,318.92
zapatillas adidas padel,Padel,2900,HIGH,100,73.94,250.26
paleta bullpadel,Padel,2900,HIGH,100,56.02,257.46
paletas bullpadel,Padel,2900,HIGH,100,56.02,257.46
adidaspadel,Padel,2900,HIGH,100,56.16,315.82
pelota voley,Voley,2900,HIGH,93,24.2,230.25
voley pelota,Voley,2900,HIGH,93,24.2,230.25
luces para bicicleta,Ciclismo (accesorios),2900,HIGH,100,16.74,250.81
casco para bicicleta,Ciclismo (accesorios),2900,HIGH,100,28.45,296.16
luz para bicicleta,Ciclismo (accesorios),2900,HIGH,100,16.74,250.81
casco para bici,Ciclismo (accesorios),2900,HIGH,100,28.45,296.16
luces para bici,Ciclismo (accesorios),2900,HIGH,100,16.74,250.81
luz para bici,Ciclismo (accesorios),2900,HIGH,100,16.74,250.81
casco para la bicicleta,Ciclismo (accesorios),2900,HIGH,100,28.45,296.16
vendas de boxeo,Boxeo,2900,HIGH,100,16.17,206.87
vendas de boxeador,Boxeo,2900,HIGH,100,16.17,206.87
reel rotativo,Pesca,2900,HIGH,99,21.35,304.76
carpas para camping,Trekking/Camping,2900,HIGH,100,31.65,347.48
carpa para camper,Trekking/Camping,2900,HIGH,100,31.65,347.48
camiseta racing,Camisetas de clubes/selecciones,2900,HIGH,99,59.09,438.51
camiseta barcelona,Camisetas de clubes/selecciones,2900,MEDIUM,66,41.78,240.79
camiseta argentina 2022,Camisetas de clubes/selecciones,2900,MEDIUM,65,40.73,184.21
camiseta barça,Camisetas de clubes/selecciones,2900,MEDIUM,66,41.78,240.79
camiseta entrenamiento argentina,Camisetas de clubes/selecciones,2900,HIGH,100,41.26,155.77
camiseta de river original,Camisetas de clubes/selecciones,2900,HIGH,100,20.76,155.77
camisetas argentina 2022,Camisetas de clubes/selecciones,2900,MEDIUM,65,40.73,184.21
camiseta argentina azul,Camisetas de clubes/selecciones,2900,HIGH,92,48.53,141.4
remera barcelona,Camisetas de clubes/selecciones,2900,MEDIUM,40,29.93,222.74
camiseta river nueva,Camisetas de clubes/selecciones,2900,HIGH,68,28.0,156.72
barcelona remera,Camisetas de clubes/selecciones,2900,MEDIUM,40,29.93,222.74
boca camiseta nueva,Camisetas de clubes/selecciones,2900,HIGH,71,42.49,199.26
boca jr camisa,Camisetas de clubes/selecciones,2900,HIGH,99,46.26,174.78
remera barca,Camisetas de clubes/selecciones,2900,MEDIUM,40,29.93,222.74
remeras barcelona,Camisetas de clubes/selecciones,2900,MEDIUM,40,29.93,222.74
remeras selección argentina,Camisetas de clubes/selecciones,2900,HIGH,100,36.7,155.2
river plate remera,Camisetas de clubes/selecciones,2900,HIGH,100,31.24,157.32
selección argentina remera,Camisetas de clubes/selecciones,2900,HIGH,100,36.7,155.2
creatina precio,Suplementos,2400,HIGH,100,24.14,233.98
proteina con creatina,Suplementos,2400,HIGH,100,63.29,398.29
proteina y creatina,Suplementos,2400,HIGH,100,63.29,398.29
creatina y proteina,Suplementos,2400,HIGH,100,63.29,398.29
ultraflex colageno,Suplementos,2400,HIGH,100,50.14,239.05
vitamina para el cansancio,Suplementos,2400,HIGH,100,97.96,336.92
creatina proteina,Suplementos,2400,HIGH,100,63.29,398.29
engorda la creatina,Suplementos,2400,LOW,26,4.13,41.43
ropa deportiva por mayor,Indumentaria deportiva,2400,HIGH,100,190.03,1167.09
shorts deportivos hombre,Indumentaria deportiva,2400,HIGH,100,72.76,511.75
zapatillas hombre negra,Indumentaria deportiva,2400,HIGH,100,51.92,287.87
remeras hombre nike,Indumentaria deportiva,2400,HIGH,100,35.6,249.94
camisetas futbol,Futbol,2400,HIGH,82,45.48,400.66
camiseta futbol,Futbol,2400,HIGH,82,45.48,400.66
botines puma borussia,Futbol,2400,HIGH,100,60.93,178.88
camiseta arsenal,Futbol,2400,MEDIUM,37,54.91,269.33
botines puma future,Futbol,2400,HIGH,100,65.03,145.44
camiseta inter de milan,Futbol,2400,MEDIUM,42,29.34,163.54
manchester united camiseta,Futbol,2400,MEDIUM,53,50.66,167.47
adidas predator botines,Futbol,2400,HIGH,100,40.74,147.76
camiseta del psg,Futbol,2400,MEDIUM,49,44.09,184.39
camisetas psg,Futbol,2400,MEDIUM,49,44.09,184.39
camiseta del inter de milan,Futbol,2400,MEDIUM,42,29.34,163.54
camiseta del paris saint germain,Futbol,2400,MEDIUM,49,44.09,184.39
camisetas del arsenal,Futbol,2400,MEDIUM,37,54.91,269.33
camiseta del inter de milán,Futbol,2400,MEDIUM,42,29.34,163.54
camiseta de inter de milan,Futbol,2400,MEDIUM,42,29.34,163.54
camisa del parís saint germain,Futbol,2400,MEDIUM,49,44.09,184.39
pelota mundial 2014,Futbol,2400,LOW,10,47.18,228.7
botín puma future,Futbol,2400,HIGH,100,65.03,145.44
camiseta alemana,Futbol,2400,MEDIUM,58,54.24,257.46
zapatillas de tenis,Tenis,2400,HIGH,100,76.15,367.16
zapatillas trekking hombre,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,63.91,442.32
zapatillas crossfit,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,63.66,308.76
zapatillas plataforma mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,56.5,474.56
zapatillas hombre oferta,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,41.4,230.22
zapatillas nike para mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,20.35,111.4
zapatillas para hombre,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,44.21,380.13
zapatillas con plataforma,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,61.42,434.11
zapatillas voley mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,28.63,259.4
zapatillas barefoot,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,94.77,639.64
zapatillas cat hombre,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,26.41,247.35
zapatillas voley,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,30.22,229.99
zapatillas air max,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,31.69,157.26
zapatillas hombre negras,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,51.92,287.87
zapatillas caterpillar hombre,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,26.41,247.35
zapatillas adidas blancas mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,35.17,145.39
zapatillas head hombre,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,20.63,122.63
zapatillas circa,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,35.23,249.44
zapatillas puma ferrari,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,50.62,932.85
zapatillas para voley,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,26.93,196.94
zapatillas adidas samba mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,51.12,150.15
zapatillas air,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,MEDIUM,55,32.58,225.02
zapatillas olympikus,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,25.83,157.37
zapatillas adidas hombre urbanas,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,44.89,146.83
zapatillas puma mujer urbanas,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,37.26,586.01
zapatillas bota mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,50.04,434.95
zapatillas deportivas mujer nike,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,24.6,132.8
circa zapatillas,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,35.23,249.44
raqueta,Tenis,2400,MEDIUM,49,60.49,311.84
zapatillas de basquet nike,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,31.36,147.09
zapatillas 2x1,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,57.31,270.98
zapatillas con camara de aire,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,100,33.68,216.18
zapatillas anchas,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,88,67.99,435.75
zapatilla nike air,Calzado/ropa deportiva generica de marca (descartar - ultra competido),2400,HIGH,93,36.32,169.13
zapatillas padel hombre,Padel,2400,HIGH,100,103.03,387.41
zapas de basquet nike,Basquet,2400,HIGH,100,31.36,147.09
zapatillas volleyball mujer,Voley,2400,HIGH,100,28.63,259.4
zapatillas para volleyball,Voley,2400,HIGH,100,26.93,196.94
casco bicicleta,Ciclismo (accesorios),2400,HIGH,100,42.73,312.34
casco de bicicleta,Ciclismo (accesorios),2400,HIGH,100,26.74,284.41
cascos bici,Ciclismo (accesorios),2400,HIGH,100,42.73,312.34
cascos de bici,Ciclismo (accesorios),2400,HIGH,100,26.74,284.41
bucal protector,Boxeo,2400,HIGH,99,17.96,152.26
anzuelos,Pesca,2400,MEDIUM,45,23.99,242.41
señuelos de pesca,Pesca,2400,HIGH,100,26.9,520.1
señuelos,Pesca,2400,MEDIUM,59,30.65,539.56
gazebos 3x3 plegables,Trekking/Camping,2400,HIGH,100,59.17,327.54
camiseta real madrid,Camisetas de clubes/selecciones,2400,MEDIUM,63,42.97,227.21
camisetas argentina 3 estrellas,Camisetas de clubes/selecciones,2400,HIGH,100,41.13,193.59
camiseta argentina 1994,Camisetas de clubes/selecciones,2400,MEDIUM,39,39.98,184.26
boca 2001 camiseta,Camisetas de clubes/selecciones,2400,MEDIUM,37,57.19,163.67
colageno en polvo,Suplementos,1900,HIGH,100,41.29,541.37
creatina gold nutrition,Suplementos,1900,HIGH,100,40.46,386.49
gold nutrition creatina,Suplementos,1900,HIGH,100,40.46,386.49
star nutrition creatina,Suplementos,1900,HIGH,100,78.71,394.34
creatina one fit,Suplementos,1900,HIGH,100,35.32,288.51
creatina p,Suplementos,1900,LOW,33,6.53,128.47
creatina para,Suplementos,1900,LOW,33,6.53,128.47
zapatillas nike mujer running,Indumentaria deportiva,1900,HIGH,100,28.44,162.85
zapatillas nike running,Indumentaria deportiva,1900,HIGH,100,31.25,181.7
buzo nike hombre,Indumentaria deportiva,1900,HIGH,100,35.74,232.69
pantalon nike hombre,Indumentaria deportiva,1900,HIGH,100,37.32,217.71
pantalon deportivo mujer,Indumentaria deportiva,1900,HIGH,100,80.69,661.51
remeras deportivas mujer,Indumentaria deportiva,1900,HIGH,100,107.65,1146.93
